RID,important,worry,personal,future,segment
6895e3a9-4517-82ec-2c2f-e309e1a010e9,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e3ab-fa87-93d5-0a8b-c01f67a979a0,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e3cd-3f12-6256-a638-d3a382b73d58,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895e3ce-2235-18c7-b17e-de9f29c1d3b8,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895e3ce-6360-586d-d2b4-d39a5797bd9c,Very important,Not very worried,A great deal,A moderate amount,Cautious
6895e3cf-2df7-5001-5038-2b763d91786d,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895e3d2-140b-977e-a785-2932f04b2214,Extremely important,Very worried,Only a little,A great deal,Alarmed
6895e3e0-a61a-39ff-c239-9d797383f3d1,Not too important,Not at all worried,Don't know,Don't know,Doubtful
6895e3e3-5078-6bc1-ac1c-073b4038f8a8,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895e3f0-8c40-318b-7723-6cc7cb552584,Very important,Not very worried,A moderate amount,A moderate amount,Cautious
6895e40e-539c-8bca-edd8-6680b29339de,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e413-9292-3c0c-45ca-45aa7d3e2384,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e414-5b49-7441-62a2-9907009b5c6c,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e429-ea92-f897-21ab-f21680ced6fc,Somewhat important,Not very worried,A moderate amount,A great deal,Concerned
6895e439-e52b-8e95-5e73-55b98de7fd35,Extremely important,Very worried,Only a little,A great deal,Alarmed
6895e444-7e51-ea0b-fe2d-afea9399b9ec,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895e455-746f-329b-ef81-e885dde56583,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e457-4669-0900-b376-c57551f034a5,Not too important,Not very worried,Don't know,Don't know,Disengaged
6895e467-1e05-7971-8f70-29ca76d5b8bf,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e498-26fa-cbc4-8af8-f3c61ad2dfa4,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e4b1-7807-0907-9912-bbd88beabe15,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e4b3-4ef0-fd20-aac3-8ba883a1b8e3,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895e4ba-fdd7-2868-c0e9-d5fc2898742b,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895e4bb-4eef-6207-d783-58d71e73751a,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e4c4-ca73-48f4-d1a2-3a5f6698ecbe,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6895e4d4-29c9-42e7-8ce5-450fccd5bf25,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e4e8-da05-84fc-b03c-026171406cb2,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e4f2-fe41-6d7a-9227-ada7f01ad64a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e4f6-1b28-3780-58d1-4d22e67d5714,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e506-b58e-3936-905a-d425581625fe,Very important,Very worried,A great deal,A great deal,Alarmed
6895e510-ce50-878e-8ada-d265637207bb,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895e51c-de58-556b-4635-320c7974aaa5,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e55b-daec-5a41-e1fb-a6a1f795a9a8,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e564-cb60-a038-9d77-862d364b8e2f,Not too important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e578-feae-7562-1da0-b1f0104d93c8,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895e57e-0840-ff6f-de16-7c995ba8b8ab,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895e591-329d-dd68-c60d-41bb7c689344,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895e59b-c2ae-0f5a-2955-4e27f5e4c329,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895e5a7-b7d4-c551-6882-f687db5a0992,Very important,Not very worried,Only a little,A moderate amount,Cautious
6895e5af-0e5c-618d-d4c5-43709e55f1bc,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895e5b7-bdca-2828-5112-53334b9ac16a,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e5c3-c0c2-e74e-dc86-ac493e80508a,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895e5da-8df6-f43d-b1c9-9ab4e7d89602,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e60b-fc9e-672d-a9bd-89db397212c1,Very important,Very worried,A great deal,A great deal,Alarmed
6895e61a-2503-58e4-4ab4-076edf7c2e95,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e637-21ba-1713-274e-fdbf6a7137d1,Extremely important,Very worried,Only a little,A great deal,Alarmed
6895e640-d501-ad3e-53aa-43afc741a169,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e643-5cb1-ec44-1e47-b32d17553601,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895e64d-07d9-cde2-0792-7060f123ea0f,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895e656-40fa-099a-6019-e236cfd432b8,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e662-6b29-e0f9-0438-451605c113e8,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e67f-b344-1d3e-91d0-c284ef56de13,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e680-06d2-5196-58ec-456f40605899,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e6a3-d537-d2ee-c104-12e8c2d812b3,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e6b3-6cc8-e9fc-9b56-7063aa6334da,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e6c0-c1fd-94a1-b09a-ef3b95e08ebd,Extremely important,Not very worried,A moderate amount,A moderate amount,Cautious
6895e6c1-2347-8c61-3a6e-1aa951015f1c,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e6c8-4d8f-831d-f4aa-4bed59d9376a,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6895e6e8-4cd9-7113-404c-9f33357c457f,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e6e9-951e-9b8c-4a24-961303575207,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
6895e6eb-fe46-8d38-75f1-ed227e8f819b,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6895e6ec-aa58-6df4-ee28-7c128f64fabc,Somewhat important,Not very worried,Only a little,A great deal,Concerned
6895e6f0-7861-000f-7a9e-bda596a6ee18,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e6f3-195e-220f-967b-226a349ed85d,Not too important,Not very worried,Not at all,Not at all,Dismissive
6895e6f7-e4a0-82f8-e8ed-018f4a0c90f5,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e70d-47a7-d9fb-f870-93eb0028d091,Not too important,Not very worried,Don't know,Don't know,Disengaged
6895e736-fc05-40a6-8cc9-68778dcb7f50,Not too important,Not at all worried,Don't know,Don't know,Doubtful
6895e744-b0b3-048a-5e47-c95d503a8186,Very important,Very worried,A great deal,A great deal,Alarmed
6895e767-16bc-22ad-d146-4667d2961b7c,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895e76b-e649-0f2d-ce1f-b6f970f12566,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e777-fc7d-41b9-1e11-e308f2bb4a21,Extremely important,Not very worried,Not at all,Only a little,Doubtful
6895e788-1b85-7f7f-392f-1542eaa01587,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e789-770a-a8e6-7fc7-11daa56f9a6f,Somewhat important,Very worried,A moderate amount,A moderate amount,Concerned
6895e793-bb10-eb01-87a2-17b6213c73cd,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e798-8f84-24bd-a1df-dc5308eec313,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e7af-0f43-a5e6-e8bc-0cb22c83806a,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895e7d3-ca95-3ac0-8c65-34d9a4f223b3,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e7f5-050b-0eb0-b319-f2fe8c15c68a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e7fc-8ba5-8854-f5f2-67eca50fb0c0,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e7fd-22fd-dcd3-8428-504d57a62cb5,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895e803-706f-e4f6-2776-3a44b59ea4c0,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e820-ef1c-7f02-0af6-5e5581d4c62a,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e834-6613-622f-171c-f7ac0572b231,Very important,Very worried,A great deal,A great deal,Alarmed
6895e84a-1fc3-34c4-f092-df446806b3f3,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e85d-07f6-6df4-b7be-fa6f1e98e82f,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e867-5a4e-ed55-bbd6-a5a3fc3a94bf,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e883-b899-2ed3-bcc8-d0ae4ec5fb07,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895e885-b1cd-5dcf-53f7-540378f91aee,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895e888-c0fe-1903-91f3-6ac520f5f558,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6895e892-51bd-5e62-3929-3551d6bda8b6,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895e8c7-919a-9f1d-d9ef-62ddb8ed19f7,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e900-02b5-9375-ec5f-46529cd6ac6c,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895e930-1a84-714b-0103-c99ce5c8579d,Very important,Very worried,A great deal,A great deal,Alarmed
6895e951-fed2-11ff-dfce-73ef3c05cddb,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e961-6aea-6325-c944-ec15db1d9900,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895e96b-9f3f-de76-7ea8-fea0c9f4c349,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e97b-64ef-0e56-857c-3999c3647044,Not too important,Very worried,Don't know,Don't know,Disengaged
6895e9af-16b7-ca18-9555-6de780d7d3a7,Very important,Not very worried,Only a little,A great deal,Concerned
6895e9b4-319f-58af-263f-cff494fa15a4,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e9cf-4660-7506-cf43-dbfce0afb710,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e9ee-6e6c-b38d-0505-e7957cb6fc6e,Very important,Very worried,Only a little,A great deal,Alarmed
6895ea0e-59e1-3124-e2ef-8b82f2aa4be9,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895ea38-291f-7a15-2b16-40e946808f66,Not too important,Not at all worried,Not at all,A moderate amount,Doubtful
6895ea40-4c89-5a79-5bd8-27222ce3ce19,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895ea4c-e3ae-16d0-8f9d-9433379806e2,Not too important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ea57-75f9-0963-033b-6fd3fe961bf2,Not too important,Not at all worried,A moderate amount,Don't know,Doubtful
6895ea88-cc3b-e5d1-00b1-b5abcda92b8b,Somewhat important,Somewhat worried,Don't know,A moderate amount,Concerned
6895eaa4-1fdd-0783-db14-b9ad88184b68,Somewhat important,Not very worried,A great deal,A great deal,Cautious
6895eab5-ae5b-b244-8a56-75bfcf375b62,Not too important,Not at all worried,Not at all,Not at all,Dismissive
6895eb30-852f-0101-af59-2f27ec406771,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895ebbd-38a0-7581-2e61-71fe508fa9ad,Somewhat important,Very worried,A great deal,A great deal,Concerned
6895ebd0-e9a8-d8b6-65fc-0f86784eb843,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895ebeb-7b2d-5476-68e3-8f8fd039126f,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895ec62-dbd2-8484-6c6b-6f535d234c4c,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895ec6a-896b-8738-5e80-1daaa7733786,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895ec76-97c8-a959-ed25-a88ac619f928,Very important,Not very worried,A great deal,A great deal,Concerned
6895ec87-9067-af49-fda1-688d78221368,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895ed11-485d-64d0-13fb-7d11cd17067d,Not at all important,Not at all worried,Not at all,A moderate amount,Doubtful
6895edad-4016-d18f-81f8-48b95a6fc07b,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895edce-9dac-bef3-9406-e86d29295f1a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895edde-d4d7-45d5-1a0c-909a7b229d10,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ee18-a046-5f78-727a-64f2df85156e,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ee19-7ea9-7957-c224-7b5fd7db7a71,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895ee26-2834-91a3-8044-5e33a68107e6,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895ee57-ac14-0576-99c0-3b99b0a2c2b1,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6895ee7d-009b-151f-1bb9-5e30eb3ae37c,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ef10-5c03-6fe8-6cd8-f1ad23830f11,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ef14-2588-c492-fe46-b294652d07e1,Somewhat important,Not at all worried,Only a little,Only a little,Doubtful
6895ef83-cf8a-d35e-a58e-fd3d0f7db111,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ef87-01fa-5d41-2a4d-d8750eacf94a,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895ef92-9856-6eba-dbf3-7d615fcdd2af,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ef96-684e-eda8-182d-90d4ff09ae2a,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895efbb-23a1-25f8-9531-795b988b734c,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6895efe3-06b5-a96b-8ea7-0726a6ca2192,Somewhat important,Somewhat worried,Not at all,A great deal,Concerned
6895f00a-a2e0-79a5-ded4-9fac09360d12,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895f022-0642-fe8e-f62c-71b493e2d1d6,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895f052-ede6-52b2-3070-6fb1b4f658f8,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
6895f06f-4dde-139c-c6fa-ff35a2a76e60,Not too important,Not very worried,Don't know,A moderate amount,Cautious
6895f079-8859-e93c-98f9-660b2bf34f23,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6895f0aa-ce33-a76a-4da8-b1d2a1963b4f,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895f158-34a9-6f3d-ee1b-d6cb1a337843,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895f1a7-c08b-cfe9-7b5b-c5af6fc8f000,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895f1c0-d6f8-de70-c730-36fd8c40d147,Very important,Very worried,A great deal,A great deal,Alarmed
6895f1c7-3893-5e3c-6f77-c58b53277e68,Very important,Very worried,A great deal,A moderate amount,Alarmed
6895f1ce-23d8-ee01-7d2e-ab338a08d02e,Not at all important,Somewhat worried,A great deal,Only a little,Doubtful
6895f202-0c7c-9bcd-fd10-013518e257a4,Very important,Very worried,Only a little,A great deal,Alarmed
6895f206-c296-a308-97dc-05d7581d6dfe,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895f249-11c5-5a87-1d9d-c3d4d1db8b83,Not too important,Not very worried,Not at all,Don't know,Doubtful
6895f288-8d72-6085-a282-653d77343e74,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895f2ab-314a-ad46-bc20-b9f758f7d504,Not too important,Not very worried,Not at all,A moderate amount,Cautious
6895f2b6-02bb-7e81-00d8-537d877699c5,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895f2b7-54d8-8480-5483-421f8ffdae04,Very important,Very worried,A great deal,A great deal,Alarmed
6895f2bb-e6be-5418-a679-6f47d2825597,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6895f310-ac59-bf0f-593d-ed0e98a2fc9b,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895f366-1687-d214-49c9-67bb5e7d1740,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6895f374-7cb1-8cae-b86a-ec2e9c64d08b,Not too important,Not very worried,Not at all,A moderate amount,Cautious
6895f38f-cca5-cb4b-47cf-7e3f8bef880d,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895f3a8-7286-4a4f-5ca3-fffbffb954e8,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895f437-0676-ea31-772b-b8f6e6328ece,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895f446-e6c6-b3fc-7d71-d51b4408b91e,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895f4f9-8b9b-3480-58e9-9e70b49d0e43,Somewhat important,Somewhat worried,A moderate amount,Only a little,Cautious
